county,state,area
Potter, Pennsylvania,1081.47
Schuylkill, Pennsylvania,782.63
Snyder, Pennsylvania,332.18
Somerset, Pennsylvania,1081.26
Sullivan, Pennsylvania,452.37
Susquehanna, Pennsylvania,832.44
Tioga, Pennsylvania,1137.35
Union, Pennsylvania,317.15
Venango, Pennsylvania,683.08
Warren, Pennsylvania,897.83
Washington, Pennsylvania,861
Wayne, Pennsylvania,750.59
Westmoreland, Pennsylvania,1036.46
Wyoming, Pennsylvania,404.82
York, Pennsylvania,910.34
Bristol, Rhode Island,44.71
Kent, Rhode Island,188.01
Newport, Rhode Island,313.65
Providence, Rhode Island,435.85
Washington, Rhode Island,562.9
Abbeville, South Carolina,511.1
Aiken, South Carolina,1080.53
Allendale, South Carolina,412.59
Anderson, South Carolina,757.47
Bamberg, South Carolina,395.49
Barnwell, South Carolina,557.29
Beaufort, South Carolina,923
Berkeley, South Carolina,1229.23
Calhoun, South Carolina,392.36
Charleston, South Carolina,1357.14
Cherokee, South Carolina,397.3
Chester, South Carolina,586.19
Chesterfield, South Carolina,805.84
Clarendon, South Carolina,695.71
Colleton, South Carolina,1132.05
Darlington, South Carolina,567.55
Dillon, South Carolina,406.56
Dorchester, South Carolina,576.74
Edgefield, South Carolina,506.56
Fairfield, South Carolina,709.98
Florence, South Carolina,803.05
Georgetown, South Carolina,1035.09
Greenville, South Carolina,797.01
Greenwood, South Carolina,462.95
Hampton, South Carolina,562.72
Horry, South Carolina,1255
Jasper, South Carolina,685.84
Kershaw, South Carolina,740.31
Lancaster, South Carolina,555.32
Laurens, South Carolina,722.02
Lee, South Carolina,411.33
Lexington, South Carolina,759.49
McCormick, South Carolina,393.89
Marion, South Carolina,494.11
Marlboro, South Carolina,485.3
Newberry, South Carolina,647.32
Oconee, South Carolina,673.63
Orangeburg, South Carolina,1127.83
Pickens, South Carolina,511.87
Richland, South Carolina,771.74
Saluda, South Carolina,460.64
Spartanburg, South Carolina,819.21
Sumter, South Carolina,682.08
Union, South Carolina,515.96
Williamsburg, South Carolina,936.97
York, South Carolina,695.77
Aurora, South Dakota,712.58
Beadle, South Dakota,1264.93
Bennett, South Dakota,1190.7
Bon Homme, South Dakota,581.37
Brookings, South Dakota,804.82
Brown, South Dakota,1731.36
Brule, South Dakota,846.56
Buffalo, South Dakota,487.46
Butte, South Dakota,2266.43
Campbell, South Dakota,771.39
Charles Mix, South Dakota,1150.27
Clark, South Dakota,967.88
Clay, South Dakota,416.73
Codington, South Dakota,717.13
Corson, South Dakota,2529.52
Custer, South Dakota,1559.22
Davison, South Dakota,436.81
Day, South Dakota,1091.29
Deuel, South Dakota,636.75
Dewey, South Dakota,2445.83
Douglas, South Dakota,434.16
Edmunds, South Dakota,1151.23
Fall River, South Dakota,1749.24
Faulk, South Dakota,1005.77
Grant, South Dakota,687.95
Gregory, South Dakota,1053.51
Haakon, South Dakota,1827.37
Hamlin, South Dakota,537.99
Hand, South Dakota,1440.34
Hanson, South Dakota,435.67
Harding, South Dakota,2677.64
Hughes, South Dakota,800.35
Hutchinson, South Dakota,814.45
Hyde, South Dakota,866.66
Jackson, South Dakota,1871.41
Jerauld, South Dakota,532.67
Jones, South Dakota,971.75
Kingsbury, South Dakota,863.73
Lake, South Dakota,575.1
Lawrence, South Dakota,800.34
Lincoln, South Dakota,578.64
Lyman, South Dakota,1707.18
McCook, South Dakota,577.21
McPherson, South Dakota,1151.92
Marshall, South Dakota,885.67
Meade, South Dakota,3482.67
Mellette, South Dakota,1309.87
Miner, South Dakota,572.03
Minnehaha, South Dakota,813.74
Moody, South Dakota,521.13
Pennington, South Dakota,2784.46
Perkins, South Dakota,2890.85
Potter, South Dakota,898.47
Roberts, South Dakota,1135.42
Sanborn, South Dakota,570.25
Shannon, South Dakota,2096.72
Spink, South Dakota,1510.18
Stanley, South Dakota,1517.06
Sully, South Dakota,1070.42
Todd, South Dakota,1391
Tripp, South Dakota,1617.51
Turner, South Dakota,617.5
Union, South Dakota,467.11
Walworth, South Dakota,744.25
Yankton, South Dakota,532.66
Ziebach, South Dakota,1971.21
Anderson, Tennessee,344.83
Bedford, Tennessee,474.89
Benton, Tennessee,436.23
Bledsoe, Tennessee,406.73
Blount, Tennessee,566.66
Bradley, Tennessee,331.52
Campbell, Tennessee,498.27
Cannon, Tennessee,265.73
Carroll, Tennessee,599.89
Carter, Tennessee,347.64
Cheatham, Tennessee,307.16
Chester, Tennessee,288.76
Claiborne, Tennessee,441.56
Clay, Tennessee,259.26
Cocke, Tennessee,443.17
Coffee, Tennessee,434.49
Crockett, Tennessee,265.49
Cumberland, Tennessee,684.97
Davidson, Tennessee,526.16
Decatur, Tennessee,344.93
DeKalb, Tennessee,329
Dickson, Tennessee,491.34
Dyer, Tennessee,526.52
Fayette, Tennessee,706.27
Fentress, Tennessee,499
Franklin, Tennessee,574.37
Gibson, Tennessee,603.64
Giles, Tennessee,611.22
Grainger, Tennessee,302.46
Greene, Tennessee,624.27
Grundy, Tennessee,361.17
Hamblen, Tennessee,175.78
Hamilton, Tennessee,575.76
Hancock, Tennessee,223.51
Hardeman, Tennessee,670.44
Hardin, Tennessee,596.36
Hawkins, Tennessee,499.66
Haywood, Tennessee,534.19
Henderson, Tennessee,525.95
Henry, Tennessee,593.49
Hickman, Tennessee,612.75
Houston, Tennessee,206.94
Humphreys, Tennessee,556.75
Jackson, Tennessee,319.57
Jefferson, Tennessee,314.34
Johnson, Tennessee,302.76
Knox, Tennessee,525.81
Lake, Tennessee,193.81
Lauderdale, Tennessee,507.17
Lawrence, Tennessee,617.96
Lewis, Tennessee,282.5
Lincoln, Tennessee,570.68
Loudon, Tennessee,247.04
McMinn, Tennessee,432.24
McNairy, Tennessee,560.87
Macon, Tennessee,307.2
Madison, Tennessee,558.68
Marion, Tennessee,513.8
Marshall, Tennessee,376.13
Maury, Tennessee,615.57
Meigs, Tennessee,216.79
Monroe, Tennessee,652.88
Montgomery, Tennessee,543.87
Moore, Tennessee,130.38
Morgan, Tennessee,522.41
Obion, Tennessee,555.38
Overton, Tennessee,434.83
Perry, Tennessee,422.93
Pickett, Tennessee,174.58
Polk, Tennessee,442.39
Putnam, Tennessee,402.44
Rhea, Tennessee,336.4
Roane, Tennessee,394.99
Robertson, Tennessee,476.72
Rutherford, Tennessee,624
Scott, Tennessee,533.25
Sequatchie, Tennessee,266.04
Sevier, Tennessee,597.77
Shelby, Tennessee,783.69
Smith, Tennessee,325.38
Stewart, Tennessee,493.22
Sullivan, Tennessee,429.71
Sumner, Tennessee,543.16
Tipton, Tennessee,474.76
Trousdale, Tennessee,116.65
Unicoi, Tennessee,186.49
Union, Tennessee,247.14
Van Buren, Tennessee,274.61
Warren, Tennessee,434.12
Washington, Tennessee,329.71
Wayne, Tennessee,735.65
Weakley, Tennessee,581.85
White, Tennessee,379.55
Williamson, Tennessee,583.67
Wilson, Tennessee,583.27
Anderson, Texas,1078.05
Andrews, Texas,1501.09
Angelina, Texas,864.51
Aransas, Texas,528.01
Archer, Texas,925.85
Armstrong, Texas,913.85
Atascosa, Texas,1235.73
Austin, Texas,656.44
Bailey, Texas,827.43
Bandera, Texas,797.6
Bastrop, Texas,895.99
Baylor, Texas,901.08
Bee, Texas,880.39
Bell, Texas,1087.19
Bexar, Texas,1256.76
Blanco, Texas,713.46
Borden, Texas,906.11
Bosque, Texas,1002.72
Bowie, Texas,922.83
Brazoria, Texas,1597.54
Brazos, Texas,590.35
Brewster, Texas,6193.22
Briscoe, Texas,901.64
Brooks, Texas,943.67
Brown, Texas,957.03
Burleson, Texas,677.83
Burnet, Texas,1020.18
Caldwell, Texas,547.46
Calhoun, Texas,1032.24
Callahan, Texas,901.34
Cameron, Texas,1276.42
Camp, Texas,203.21
Carson, Texas,924.15
Cass, Texas,960.41
Castro, Texas,899.39
Chambers, Texas,868.59
Cherokee, Texas,1062.02
Childress, Texas,713.66
Clay, Texas,1116.23
Cochran, Texas,775.34
Coke, Texas,928.07
Coleman, Texas,1281.55
Collin, Texas,885.91
Collingsworth, Texas,919.48
Colorado, Texas,973.68
Comal, Texas,574.65
Comanche, Texas,947.74
Concho, Texas,993.75
Cooke, Texas,898.87
Coryell, Texas,1056.81
Cottle, Texas,901.66
Crane, Texas,785.65
Crockett, Texas,2807.66
Crosby, Texas,901.74
Culberson, Texas,3812.94
Dallam, Texas,1505.37
Dallas, Texas,908.87
Dawson, Texas,902.16
Deaf Smith, Texas,1498.36
Delta, Texas,277.94
Denton, Texas,957.72
DeWitt, Texas,910.55
Dickens, Texas,905.26
Dimmit, Texas,1334.58
Donley, Texas,933.09
Duval, Texas,1795.82
Eastland, Texas,931.98
Ector, Texas,901.76
Edwards, Texas,2120.13
Ellis, Texas,951.73
El Paso, Texas,1014.75
Erath, Texas,1089.88
Falls, Texas,773.86
Fannin, Texas,899.23
Fayette, Texas,959.92
Fisher, Texas,901.82
Floyd, Texas,992.57
Foard, Texas,707.74
Fort Bend, Texas,886.11
Franklin, Texas,294.79
Freestone, Texas,892.2
Frio, Texas,1134.39
Gaines, Texas,1502.91
Galveston, Texas,876.46
Garza, Texas,896.25
Gillespie, Texas,1061.58
Glasscock, Texas,901
Goliad, Texas,859.43
Gonzales, Texas,1069.91
Gray, Texas,929.3
Grayson, Texas,979.25
Gregg, Texas,276.41
Grimes, Texas,801.27
Guadalupe, Texas,714.23
Hale, Texas,1004.86
Hall, Texas,904.13
Hamilton, Texas,836.45
Hansford, Texas,920.48
Hardeman, Texas,697.05
Hardin, Texas,897.43
Harris, Texas,1777.89
Harrison, Texas,915.17
Hartley, Texas,1463.3
Haskell, Texas,910.33
Hays, Texas,679.85
Hemphill, Texas,912.11
Henderson, Texas,949.09
Hidalgo, Texas,1582.78
Hill, Texas,985.71
Hockley, Texas,908.57
Hood, Texas,436.82
Hopkins, Texas,792.8
Houston, Texas,1236.93
Howard, Texas,904.27
Hudspeth, Texas,4572.26
Hunt, Texas,882.09
Hutchinson, Texas,895.01
Irion, Texas,1051.68
Jack, Texas,920.18
Jackson, Texas,857.1
Jasper, Texas,969.68
Jeff Davis, Texas,2264.77
Jefferson, Texas,1111.32
Jim Hogg, Texas,1136.24
Jim Wells, Texas,868.3
Johnson, Texas,734.43
Jones, Texas,937.21
Karnes, Texas,753.58
Kaufman, Texas,806.87
Kendall, Texas,663.1
Kenedy, Texas,1945.6
Kent, Texas,902.97
Kerr, Texas,1107.76
Kimble, Texas,1251.02
King, Texas,913.38
Kinney, Texas,1365.4
Kleberg, Texas,1090.5
Knox, Texas,855.5
Lamar, Texas,932.53
Lamb, Texas,1017.8
Lampasas, Texas,714.02
La Salle, Texas,1494.36
Lavaca, Texas,970.44
Lee, Texas,634.09
Leon, Texas,1080.47
Liberty, Texas,1176.33
Limestone, Texas,933.22
Lipscomb, Texas,932.28
Live Oak, Texas,1078.94
Llano, Texas,966.25
Loving, Texas,676.88
Lubbock, Texas,900.74
Lynn, Texas,893.5
McCulloch, Texas,1073.43
McLennan, Texas,1060.27
McMullen, Texas,1142.71
Madison, Texas,472.48
Marion, Texas,420.39
Martin, Texas,915.69
Mason, Texas,932.26
Matagorda, Texas,1612.33
Maverick, Texas,1291.84
Medina, Texas,1334.63
Menard, Texas,902.32
Midland, Texas,902.03
Milam, Texas,1021.74
Mills, Texas,749.95
Mitchell, Texas,915.98
Montague, Texas,938.51
Montgomery, Texas,1076.91
Moore, Texas,909.68
Morris, Texas,258.65
Motley, Texas,989.87
Nacogdoches, Texas,981.41
Navarro, Texas,1086.27
Newton, Texas,939.57
Nolan, Texas,914.01
Nueces, Texas,1166.58
Ochiltree, Texas,918.14
Oldham, Texas,1501.53
Orange, Texas,379.56
Palo Pinto, Texas,985.56
Panola, Texas,821.39
Parker, Texas,910.15
Parmer, Texas,885.23
Pecos, Texas,4765.11
Polk, Texas,1109.91
Potter, Texas,922.06
Presidio, Texas,3856.54
Rains, Texas,258.89
Randall, Texas,922.49
Reagan, Texas,1176.09
Real, Texas,700.09
Red River, Texas,1057.67
Reeves, Texas,2642.13
Refugio, Texas,818.72
Roberts, Texas,924.25
Robertson, Texas,865.73
Rockwall, Texas,148.71
Runnels, Texas,1057.22
Rusk, Texas,938.7
Sabine, Texas,576.65
San Augustine, Texas,592.25
San Jacinto, Texas,627.96
San Patricio, Texas,707.11
San Saba, Texas,1138.33
Schleicher, Texas,1310.74
Scurry, Texas,907.61
Shackelford, Texas,915.61
Shelby, Texas,834.6
Sherman, Texas,923.27
Smith, Texas,949.55
Somervell, Texas,191.91
Starr, Texas,1229.38
Stephens, Texas,921.55
Sterling, Texas,923.58
Stonewall, Texas,920.31
Sutton, Texas,1454.52
Swisher, Texas,900.74
Tarrant, Texas,897.56
Taylor, Texas,919.34
Terrell, Texas,2357.94
Terry, Texas,890.96
Throckmorton, Texas,915.54
Titus, Texas,425.72
Tom Green, Texas,1540.63
Travis, Texas,1022.19
Trinity, Texas,714.05
Tyler, Texas,935.77
Upshur, Texas,592.72
Upton, Texas,1241.93
Uvalde, Texas,1558.71
Val Verde, Texas,3232.7
Van Zandt, Texas,859.56
Victoria, Texas,888.81
Walker, Texas,801.51
Waller, Texas,518.49
Ward, Texas,835.81
Washington, Texas,621.4
Webb, Texas,3375.67
Wharton, Texas,1094.51
Wheeler, Texas,915.39
Wichita, Texas,633.04
Wilbarger, Texas,978.16
Willacy, Texas,784.27
Williamson, Texas,1136.5
Wilson, Texas,808.64
Winkler, Texas,841.29
Wise, Texas,922.84
Wood, Texas,695.87
Yoakum, Texas,799.79
Young, Texas,930.9
Zapata, Texas,1058.18
Zavala, Texas,1301.82
Beaver, Utah,2592.43
Box Elder, Utah,6729.45
Cache, Utah,1173.17
Carbon, Utah,1484.69
Daggett, Utah,723.1
Davis, Utah,633.57
Duchesne, Utah,3256.29
Emery, Utah,4461.83
Garfield, Utah,5208.5
Grand, Utah,3694.3
Iron, Utah,3302.12
Juab, Utah,3406.46
Kane, Utah,4108.6
Millard, Utah,6828.51
Morgan, Utah,610.79
Piute, Utah,765.81
Rich, Utah,1086.36
Salt Lake, Utah,807.83
San Juan, Utah,7933.64
Sanpete, Utah,1602.71
Sevier, Utah,1918.41
Summit, Utah,1882.15
Tooele, Utah,7287.73
Uintah, Utah,4499.21
Utah, Utah,2141.06
Wasatch, Utah,1209.24
Washington, Utah,2430.07
Wayne, Utah,2466.61
Weber, Utah,659.49
Addison, Vermont,808.46
Bennington, Vermont,677.72
Caledonia, Vermont,657.74
Chittenden, Vermont,619.62
Essex, Vermont,673.83
Franklin, Vermont,692.66
Grand Isle, Vermont,194.66
Lamoille, Vermont,463.47
Orange, Vermont,691.97
Orleans, Vermont,720.33
Rutland, Vermont,944.43
Washington, Vermont,695.83
Windham, Vermont,798.18
Windsor, Vermont,976.09
Accomack, Virginia,1310.18
Albemarle, Virginia,726.24
Alleghany, Virginia,446.93
Amelia, Virginia,358.57
Amherst, Virginia,478.81
Appomattox, Virginia,334.75
Arlington, Virginia,25.97
Augusta, Virginia,972.28
Bath, Virginia,534.59
Bedford, Virginia,769.36
Bland, Virginia,358.74
Botetourt, Virginia,545.98
Brunswick, Virginia,569.4
Buchanan, Virginia,503.9
Buckingham, Virginia,583.6
Campbell, Virginia,507.28
Caroline, Virginia,538.94
Carroll, Virginia,477.84
Charles City, Virginia,203.9
Charlotte, Virginia,477.46
Chesterfield, Virginia,438.43
Clarke, Virginia,178.2
Craig, Virginia,330.07
Culpeper, Virginia,382.32
Cumberland, Virginia,299.76
Dickenson, Virginia,334.57
Dinwiddie, Virginia,507.04
Essex, Virginia,285.92
Fairfax, Virginia,406.81
Fauquier, Virginia,651.83
Floyd, Virginia,381.49
Fluvanna, Virginia,290.23
Franklin, Virginia,711.6
Frederick, Virginia,415.66
Giles, Virginia,360.97
Gloucester, Virginia,288.02
Goochland, Virginia,290.01
Grayson, Virginia,445.93
Greene, Virginia,156.98
Greensville, Virginia,296.83
Halifax, Virginia,824.05
Hanover, Virginia,474.11
Henrico, Virginia,243.22
Henry, Virginia,384.41
Highland, Virginia,415.88
Isle of Wight, Virginia,362.79
James City, Virginia,179.73
King and Queen, Virginia,326.35
King George, Virginia,187.81
King William, Virginia,285.67
Lancaster, Virginia,231.36
Lee, Virginia,437.34
Loudoun, Virginia,521.14
Louisa, Virginia,510.83
Lunenburg, Virginia,432.4
Madison, Virginia,321.81
Mathews, Virginia,251.98
Mecklenburg, Virginia,679.34
Middlesex, Virginia,210.76
Montgomery, Virginia,389.44
Nelson, Virginia,474.34
New Kent, Virginia,223.77
Northampton, Virginia,795.4
Northumberland, Virginia,285.68
Nottoway, Virginia,316.13
Orange, Virginia,343.44
Page, Virginia,314.11
Patrick, Virginia,485.88
Pittsylvania, Virginia,978.21
Powhatan, Virginia,262.42
Prince Edward, Virginia,353.87
Prince George, Virginia,281.55
Prince William, Virginia,349.05
Pulaski, Virginia,329.6
Rappahannock, Virginia,266.86
Richmond, Virginia,216.4
Roanoke, Virginia,250.84
Rockbridge, Virginia,601.02
Rockingham, Virginia,853.35
Russell, Virginia,476.78
Scott, Virginia,538.66
Shenandoah, Virginia,512.56
Smyth, Virginia,452.33
Southampton, Virginia,603.07
Spotsylvania, Virginia,412.3
Stafford, Virginia,279.55
Surry, Virginia,310.32
Sussex, Virginia,492.86
Tazewell, Virginia,519.91
Warren, Virginia,216.35
Washington, Virginia,567.59
Westmoreland, Virginia,252.65
Wise, Virginia,404.56
Wythe, Virginia,464.63
York, Virginia,215.5
Alexandria, Virginia,15.38
Bedford, Virginia,6.86
Bristol, Virginia,11.59
Buena Vista, Virginia,6.83
Charlottesville, Virginia,10.26
Chesapeake, Virginia,350.92
Clifton Forge, Virginia,3.1
Colonial Heights, Virginia,7.79
Covington, Virginia,4.44
Danville, Virginia,43.94
Emporia, Virginia,6.96
Fairfax, Virginia,6.16
Falls Church, Virginia,2
Franklin, Virginia,7.72
Fredericksburg, Virginia,10.52
Galax, Virginia,8.07
Hampton, Virginia,128.56
Harrisonburg, Virginia,17.59
Hopewell, Virginia,10.72
Lexington, Virginia,2.49
Lynchburg, Virginia,49.77
Manassas, Virginia,10.03
Manassas Park, Virginia,1.83
Martinsville, Virginia,11.01
Newport News, Virginia,119.03
Norfolk, Virginia,96.3
Norton, Virginia,7.26
Petersburg, Virginia,23.22
Poquoson, Virginia,78.43
Portsmouth, Virginia,46.62
Radford, Virginia,10.19
Richmond, Virginia,62.61
Roanoke, Virginia,42.93
Salem, Virginia,14.55
South Boston, Virginia,5.55
Staunton, Virginia,19.76
Suffolk, Virginia,429.09
Virginia Beach, Virginia,497.35
Waynesboro, Virginia,14.06
Williamsburg, Virginia,8.74
Winchester, Virginia,9.33
Adams, Washington,1929.73
Asotin, Washington,640.69
Benton, Washington,1760.19
Chelan, Washington,2993.87
Clallam, Washington,2676.14
Clark, Washington,656.26
Columbia, Washington,873.52
Cowlitz, Washington,1166.41
Douglas, Washington,1848.74
Ferry, Washington,2257.46
Franklin, Washington,1265.38
Garfield, Washington,718.18
Grant, Washington,2791.37
Grays Harbor, Washington,2224.59
Island, Washington,517.39
Jefferson, Washington,2178.03
King, Washington,2306.77
Kitsap, Washington,565.98
Kittitas, Washington,2333.24
Klickitat, Washington,1904.29
Lewis, Washington,2436.43
Lincoln, Washington,2339.74
Mason, Washington,1051.09
Okanogan, Washington,5315.38
Pacific, Washington,1223.58
Pend Oreille, Washington,1425.34
Pierce, Washington,1806.67
San Juan, Washington,621.09
Skagit, Washington,1920.49
Skamania, Washington,1683.95
Snohomish, Washington,2196.53
Spokane, Washington,1780.82
Stevens, Washington,2540.66
Thurston, Washington,773.68
Wahkiakum, Washington,286.7
Walla Walla, Washington,1299.23
Whatcom, Washington,2503.64
Whitman, Washington,2177.61
Yakima, Washington,4311.78
Barbour, West Virginia,342.77
Berkeley, West Virginia,321.61
Boone, West Virginia,503.22
Braxton, West Virginia,516.2
Brooke, West Virginia,92.26
Cabell, West Virginia,288.04
Calhoun, West Virginia,280.65
Clay, West Virginia,343.85
Doddridge, West Virginia,320.51
Fayette, West Virginia,668.4
Gilmer, West Virginia,340.09
Grant, West Virginia,480.23
Greenbrier, West Virginia,1024.49
Hampshire, West Virginia,644.67
Hancock, West Virginia,88.36
Hardy, West Virginia,584.52
Harrison, West Virginia,416.63
Jackson, West Virginia,471.62
Jefferson, West Virginia,211.59
Kanawha, West Virginia,911.07
Lewis, West Virginia,389.79
Lincoln, West Virginia,438.61
Logan, West Virginia,455.63
McDowell, West Virginia,534.94
Marion, West Virginia,311.51
Marshall, West Virginia,312.2
Mason, West Virginia,444.84
Mercer, West Virginia,420.71
Mineral, West Virginia,329.16
Mingo, West Virginia,423.66
Monongalia, West Virginia,365.91
Monroe, West Virginia,473.68
Morgan, West Virginia,229.69
Nicholas, West Virginia,654.45
Ohio, West Virginia,108.86
Pendleton, West Virginia,698.21
Pleasants, West Virginia,134.6
Pocahontas, West Virginia,941.9
Preston, West Virginia,651.45
Putnam, West Virginia,350.42
Raleigh, West Virginia,609.38
Randolph, West Virginia,1040
Ritchie, West Virginia,453.61
Roane, West Virginia,483.8
Summers, West Virginia,367.73
Taylor, West Virginia,175.7
Tucker, West Virginia,421.13
Tyler, West Virginia,260.71
Upshur, West Virginia,354.89
Wayne, West Virginia,512.23
Webster, West Virginia,556.18
Wetzel, West Virginia,361.39
Wirt, West Virginia,234.85
Wood, West Virginia,376.98
Wyoming, West Virginia,501.85
Adams, Wisconsin,688.57
Ashland, Wisconsin,2294.11
Barron, Wisconsin,890.08
Bayfield, Wisconsin,2041.75
Brown, Wisconsin,615.47
Buffalo, Wisconsin,709.63
Burnett, Wisconsin,880.44
Calumet, Wisconsin,397.06
Chippewa, Wisconsin,1041.36
Clark, Wisconsin,1219.14
Columbia, Wisconsin,795.78
Crawford, Wisconsin,599.29
Dane, Wisconsin,1238.43
Dodge, Wisconsin,907.08
Door, Wisconsin,2369.94
Douglas, Wisconsin,1480.03
Dunn, Wisconsin,863.96
Eau Claire, Wisconsin,645.31
Florence, Wisconsin,497.52
Fond du Lac, Wisconsin,765.87
Forest, Wisconsin,1046.49
Grant, Wisconsin,1183.44
Green, Wisconsin,584.62
Green Lake, Wisconsin,380.46
Iowa, Wisconsin,768.16
Iron, Wisconsin,919.29
Jackson, Wisconsin,1000.08
Jefferson, Wisconsin,582.8
Juneau, Wisconsin,804.22
Kenosha, Wisconsin,754.36
Kewaunee, Wisconsin,1084.61
La Crosse, Wisconsin,479.96
Lafayette, Wisconsin,634.62
Langlade, Wisconsin,887.95
Lincoln, Wisconsin,906.97
Manitowoc, Wisconsin,1493.85
Marathon, Wisconsin,1576.24
Marinette, Wisconsin,1550.26
Marquette, Wisconsin,464.46
Menominee, Wisconsin,365.02
Milwaukee, Wisconsin,1189.8
Monroe, Wisconsin,908.47
Oconto, Wisconsin,1149.18
Oneida, Wisconsin,1236.11
Outagamie, Wisconsin,644.46
Ozaukee, Wisconsin,1116.3
Pepin, Wisconsin,248.7
Pierce, Wisconsin,591.62
Polk, Wisconsin,956.33
Portage, Wisconsin,822.82
Price, Wisconsin,1278.57
Racine, Wisconsin,791.98
Richland, Wisconsin,589.45
Rock, Wisconsin,726.26
Rusk, Wisconsin,930.96
St. Croix, Wisconsin,735.85
Sauk, Wisconsin,848.51
Sawyer, Wisconsin,1350.44
Shawano, Wisconsin,909.39
Sheboygan, Wisconsin,1271.07
Taylor, Wisconsin,984.58
Trempealeau, Wisconsin,742.05
Vernon, Wisconsin,816.5
Vilas, Wisconsin,1017.92
Walworth, Wisconsin,576.55
Washburn, Wisconsin,853.13
Washington, Wisconsin,435.92
Waukesha, Wisconsin,580.52
Waupaca, Wisconsin,765.38
Waushara, Wisconsin,637.44
Winnebago, Wisconsin,578.75
Wood, Wisconsin,809.51
Albany, Wyoming,4309.03
Big Horn, Wyoming,3159.1
Campbell, Wyoming,4801.69
Carbon, Wyoming,7964.44
Converse, Wyoming,4265.29
Crook, Wyoming,2870.61
Fremont, Wyoming,9266.21
Goshen, Wyoming,2232.31
Hot Springs, Wyoming,2006.32
Johnson, Wyoming,4174.86
Laramie, Wyoming,2687.82
Lincoln, Wyoming,4089.23
Natrona, Wyoming,5375.91
Niobrara, Wyoming,2627.99
Park, Wyoming,6968.85
Platte, Wyoming,2111.02
Sheridan, Wyoming,2527.14
Sublette, Wyoming,4935.97
Sweetwater, Wyoming,10491.73
Teton, Wyoming,4221.96
Uinta, Wyoming,2087.66
Washakie, Wyoming,2242.85
Weston, Wyoming,2400.13
